9.300000e-01, 1.416495e-02, 4.785643e-03, 4.073529e-03, 5.305782e-03, 1.875282e-03, 5.178377e-03, 1.656982e-03, 5.454312e-03
9.305000e-01, 1.200906e-02, 4.204457e-03, 3.636549e-03, 4.168057e-03, 1.652836e-03, 4.830230e-03, 1.500447e-03, 4.025550e-03
9.310000e-01, 1.247358e-02, 4.111526e-03, 4.057760e-03, 4.304291e-03, 1.652592e-03, 4.856714e-03, 1.805881e-03, 4.158390e-03
9.315000e-01, 1.346359e-02, 5.037459e-03, 3.990872e-03, 4.435256e-03, 1.539128e-03, 5.372026e-03, 1.663565e-03, 4.888868e-03
9.320000e-01, 1.246972e-02, 4.316851e-03, 4.502412e-03, 3.650456e-03, 1.574384e-03, 4.268815e-03, 1.668272e-03, 4.958247e-03
9.325000e-01, 1.367586e-02, 4.526244e-03, 4.911213e-03, 4.238407e-03, 1.580178e-03, 4.677648e-03, 1.481379e-03, 5.936659e-03
9.330000e-01, 1.421238e-02, 4.608629e-03, 5.009876e-03, 4.593878e-03, 1.712938e-03, 5.967289e-03, 1.653573e-03, 4.878583e-03
9.335000e-01, 1.329801e-02, 4.012535e-03, 4.918557e-03, 4.366918e-03, 1.706060e-03, 4.412307e-03, 1.887542e-03, 5.292101e-03
9.340000e-01, 1.411224e-02, 4.753747e-03, 4.926328e-03, 4.432160e-03, 1.763214e-03, 4.905343e-03, 1.837091e-03, 5.606588e-03
9.345000e-01, 1.385063e-02, 4.276668e-03, 4.351181e-03, 5.222783e-03, 1.697693e-03, 5.752420e-03, 1.643494e-03, 4.757025e-03
9.350000e-01, 1.404639e-02, 4.604762e-03, 4.551626e-03, 4.890003e-03, 1.561815e-03, 5.425317e-03, 1.324432e-03, 5.734826e-03
9.355000e-01, 1.404658e-02, 4.483240e-03, 4.601464e-03, 4.961874e-03, 1.419360e-03, 5.709951e-03, 1.829769e-03, 5.087498e-03
9.360000e-01, 1.277581e-02, 4.750584e-03, 3.558467e-03, 4.466754e-03, 1.588413e-03, 4.431768e-03, 1.778157e-03, 4.977467e-03
9.365000e-01, 1.370147e-02, 4.787170e-03, 4.879108e-03, 4.035188e-03, 1.565709e-03, 5.434784e-03, 1.706031e-03, 4.994942e-03
9.370000e-01, 1.365448e-02, 4.375514e-03, 4.673614e-03, 4.605351e-03, 1.722491e-03, 4.847946e-03, 1.708373e-03, 5.375668e-03
9.375000e-01, 1.425114e-02, 5.023157e-03, 4.249686e-03, 4.978292e-03, 1.853820e-03, 5.517201e-03, 1.487789e-03, 5.392326e-03
9.380000e-01, 1.383683e-02, 4.410597e-03, 4.625428e-03, 4.800806e-03, 1.680884e-03, 5.238820e-03, 1.599971e-03, 5.317157e-03
9.385000e-01, 1.319204e-02, 3.689683e-03, 5.037728e-03, 4.464632e-03, 1.711437e-03, 4.918577e-03, 1.728128e-03, 4.833901e-03
9.390000e-01, 1.170890e-02, 3.715003e-03, 3.662306e-03, 4.331592e-03, 1.651389e-03, 4.722412e-03, 1.488687e-03, 3.846413e-03
9.395000e-01, 1.376322e-02, 4.966541e-03, 4.033981e-03, 4.762693e-03, 1.749859e-03, 5.218942e-03, 1.573423e-03, 5.220991e-03
9.400000e-01, 1.356744e-02, 4.176710e-03, 4.240683e-03, 5.150048e-03, 1.819344e-03, 4.885256e-03, 1.535422e-03, 5.327419e-03
9.405000e-01, 1.218318e-02, 3.816286e-03, 3.981069e-03, 4.385821e-03, 1.580897e-03, 4.344676e-03, 1.714897e-03, 4.542706e-03
9.410000e-01, 1.332069e-02, 4.412092e-03, 4.460004e-03, 4.448599e-03, 1.841270e-03, 4.500781e-03, 1.782034e-03, 5.196610e-03
9.415000e-01, 1.288834e-02, 4.121793e-03, 4.468020e-03, 4.298526e-03, 1.503694e-03, 5.613606e-03, 1.717132e-03, 4.053907e-03
