ボルテックス番号, 座標, 合力, VVI作用, 対象VVI, VVI反作用, ピニング力, ローレンツ力, 熱ゆらぎ, 現在速度
4 , 18.893077, -1.998598, 0.000000,0.000000,0.024892,0.000000,-1.965000,-0.058504, -1.998598
5 , 3.008189, -0.096065, -0.032475,8.000000,0.000000,1.999959,-1.965000,-0.098549, -0.096065
6 , 6.431260, -2.024870, -0.000155,7.000000,0.032620,0.000000,-1.965000,-0.092328, -2.024870
7 , 15.206241, -0.116916, -0.036628,8.000000,0.000155,1.999843,-1.965000,-0.115285, -0.116916
8 , 18.513175, -1.952412, 0.000000,0.000000,0.036486,0.000000,-1.965000,-0.023904, -1.952412
9 , 3.008469, 0.327023, -0.030459,12.000000,0.000000,1.999974,-1.965000,0.322508, 0.327023
10 , 6.494467, -1.967637, -0.000164,11.000000,0.030631,0.000000,-1.965000,-0.033096, -1.967637
11 , 15.209243, -0.164874, -0.030742,12.000000,0.000164,1.999990,-1.965000,-0.169286, -0.164874
12 , 18.691356, -1.872522, 0.000000,0.000000,0.030596,0.000000,-1.965000,0.061899, -1.872522
1 , 3.006416, 0.164841, -0.029782,4.000000,0.000000,1.999798,-1.965000,0.159826, 0.164841
2 , 6.514715, -1.786493, -0.000168,3.000000,0.030005,0.000000,-1.965000,0.148727, -1.786493
3 , 15.209132, 0.174276, -0.030489,4.000000,0.000167,1.999990,-1.965000,0.169608, 0.174276
4 , 18.699513, -2.142932, 0.000000,0.000000,0.030317,0.000000,-1.965000,-0.208256, -2.142932
5 , 3.006939, -0.058035, -0.039329,8.000000,0.000000,1.999895,-1.965000,-0.053601, -0.058035
6 , 6.239583, -1.843696, -0.000128,7.000000,0.039457,0.000000,-1.965000,0.081979, -1.843696
7 , 15.205429, 0.091891, -0.040663,8.000000,0.000128,1.999767,-1.965000,0.097659, 0.091891
8 , 18.407855, 0.412958, 0.000000,0.000000,0.040542,1.999949,-1.965000,0.337470, 0.412958
9 , 3.008453, 0.271454, -0.037050,12.000000,0.000000,1.999972,-1.965000,0.273532, 0.271454
10 , 6.300312, -2.049530, -0.000135,11.000000,0.037193,0.000000,-1.965000,-0.121579, -2.049530
11 , 15.208887, 0.079645, -0.037311,12.000000,0.000135,1.999985,-1.965000,0.081836, 0.079645
12 , 18.497352, -2.110847, 0.000000,0.000000,0.037171,0.000000,-1.965000,-0.183023, -2.110847
1 , 3.006929, 0.254318, -0.036173,4.000000,0.000000,1.999895,-1.965000,0.255596, 0.254318
2 , 6.322611, -1.540943, -0.000138,3.000000,0.036309,0.000000,-1.965000,0.387886, -1.540943
3 , 15.208671, -0.083149, -0.036918,4.000000,0.000138,1.999976,-1.965000,-0.081345, -0.083149
4 , 18.507737, -1.896268, 0.000000,0.000000,0.036774,0.000000,-1.965000,0.031951, -1.896268
5 , 3.003289, -0.164132, -0.040455,8.000000,0.000000,1.999495,-1.965000,-0.158172, -0.164132
6 , 6.207793, 0.118413, -0.000124,7.000000,0.040591,1.999946,-1.965000,0.043012, 0.118413
7 , 15.203926, 0.070769, -0.040590,8.000000,0.000124,1.999582,-1.965000,0.076653, 0.070769
8 , 18.408170, 0.118693, 0.000000,0.000000,0.040490,1.999963,-1.965000,0.043264, 0.118693
9 , 3.008159, -0.031008, -0.040587,12.000000,0.000000,1.999962,-1.965000,-0.025383, -0.031008
10 , 6.209424, -0.209054, -0.000123,11.000000,0.040719,1.999996,-1.965000,-0.284638, -0.209054
11 , 15.209445, -0.194151, -0.040811,12.000000,0.000123,1.999997,-1.965000,-0.188461, -0.194151
12 , 18.408260, 0.357431, 0.000000,0.000000,0.040700,1.999966,-1.965000,0.281778, 0.357431
1 , 3.006801, -0.002402, -0.040545,4.000000,0.000000,1.999878,-1.965000,0.003265, -0.002402
2 , 6.209101, 0.126876, -0.000123,3.000000,0.040708,1.999990,-1.965000,0.051341, 0.126876
3 , 15.208780, 0.017552, -0.040777,4.000000,0.000123,1.999974,-1.965000,0.023232, 0.017552
4 , 18.408413, 0.175931, 0.000000,0.000000,0.040635,1.999972,-1.965000,0.100305, 0.175931
5 , 3.004002, -0.015433, -0.040468,8.000000,0.000000,1.999597,-1.965000,-0.009562, -0.015433
6 , 6.208181, 0.008601, -0.000124,7.000000,0.040569,1.999960,-1.965000,-0.066826, 0.008601
7 , 15.199588, 0.077671, -0.040390,8.000000,0.000124,1.998752,-1.965000,0.084184, 0.077671
8 , 18.408769, -0.092697, 0.000000,0.000000,0.040313,1.999983,-1.965000,-0.167946, -0.092697
9 , 3.009068, -0.313613, -0.040684,12.000000,0.000000,1.999975,-1.965000,-0.307905, -0.313613
10 , 6.207966, -0.154219, -0.000124,11.000000,0.040861,1.999952,-1.965000,-0.229854, -0.154219
11 , 15.206543, -0.187532, -0.040626,12.000000,0.000124,1.999866,-1.965000,-0.181897, -0.187532
12 , 18.409899, -0.037018, 0.000000,0.000000,0.040492,1.999999,-1.965000,-0.112519, -0.037018
1 , 3.006572, 0.196516, -0.040555,4.000000,0.000000,1.999857,-1.965000,0.202215, 0.196516
2 , 6.208609, 0.377679, -0.000123,3.000000,0.040722,1.999977,-1.965000,0.302146, 0.377679
3 , 15.209227, -0.047370, -0.040743,4.000000,0.000123,1.999988,-1.965000,-0.041738, -0.047370
4 , 18.409702, -0.054120, 0.000000,0.000000,0.040562,1.999994,-1.965000,-0.129733, -0.054120
5 , 3.004411, 0.067334, -0.040493,8.000000,0.000000,1.999629,-1.965000,0.073198, 0.067334
6 , 6.207986, -0.197938, -0.000124,7.000000,0.040644,1.999955,-1.965000,-0.273385, -0.197938
7 , 15.200318, 0.035930, -0.040428,8.000000,0.000124,1.998905,-1.965000,0.042330, 0.035930
8 , 18.408539, 0.210732, 0.000000,0.000000,0.040353,1.999976,-1.965000,0.135451, 0.210732
9 , 3.006699, -0.090267, -0.040525,12.000000,0.000000,1.999873,-1.965000,-0.084614, -0.090267
10 , 6.209474, 0.083229, -0.000124,11.000000,0.040673,1.999997,-1.965000,0.007707, 0.083229
11 , 15.204043, -0.152759, -0.040538,12.000000,0.000124,1.999587,-1.965000,-0.146932, -0.152759
12 , 18.409565, -0.232454, 0.000000,0.000000,0.040442,1.999998,-1.965000,-0.307866, -0.232454
1 , 3.006603, 0.060224, -0.040513,4.000000,0.000000,1.999868,-1.965000,0.065869, 0.060224
2 , 6.209687, 0.120607, -0.000124,3.000000,0.040683,1.999995,-1.965000,0.045099, 0.120607
3 , 15.206803, 0.044081, -0.040677,4.000000,0.000124,1.999839,-1.965000,0.049795, 0.044081
4 , 18.408877, -0.085355, 0.000000,0.000000,0.040453,1.999977,-1.965000,-0.160885, -0.085355
5 , 3.004510, -0.077613, -0.040417,8.000000,0.000000,1.999645,-1.965000,-0.071840, -0.077613
6 , 6.209948, -0.233536, -0.000125,7.000000,0.040546,1.999998,-1.965000,-0.308951, -0.233536
7 , 15.198823, 0.340639, -0.040326,8.000000,0.000125,1.998612,-1.965000,0.347228, 0.340639
8 , 18.409584, 0.334078, 0.000000,0.000000,0.040177,1.999996,-1.965000,0.258881, 0.334078
9 , 3.005934, 0.064911, -0.040512,12.000000,0.000000,1.999795,-1.965000,0.070628, 0.064911
10 , 6.209035, 0.064301, -0.000124,11.000000,0.040668,1.999990,-1.965000,-0.011200, 0.064301
11 , 15.201861, -0.107909, -0.040481,12.000000,0.000124,1.999261,-1.965000,-0.101814, -0.107909
12 , 18.408785, 0.177326, 0.000000,0.000000,0.040358,1.999983,-1.965000,0.101985, 0.177326
1 , 3.002354, -0.149649, -0.040373,4.000000,0.000000,1.999345,-1.965000,-0.143621, -0.149649
2 , 6.208881, 0.095040, -0.000124,3.000000,0.040547,1.999983,-1.965000,0.019684, 0.095040
3 , 15.207044, 0.126370, -0.040658,4.000000,0.000124,1.999852,-1.965000,0.132052, 0.126370
4 , 18.409579, 0.289548, 0.000000,0.000000,0.040410,1.999981,-1.965000,0.214034, 0.289548
5 , 3.004492, 0.006318, -0.040443,8.000000,0.000000,1.999642,-1.965000,0.012119, 0.006318
6 , 6.209298, 0.028781, -0.000125,7.000000,0.040599,1.999994,-1.965000,-0.046655, 0.028781
7 , 15.197394, -0.153918, -0.040290,8.000000,0.000125,1.998220,-1.965000,-0.146972, -0.153918
8 , 18.409048, 0.029724, 0.000000,0.000000,0.040141,1.999983,-1.965000,-0.045425, 0.029724
9 , 3.004717, 0.116681, -0.040483,12.000000,0.000000,1.999688,-1.965000,0.122476, 0.116681
10 , 6.208533, -0.069963, -0.000125,11.000000,0.040609,1.999976,-1.965000,-0.145421, -0.069963
11 , 15.198946, -0.262606, -0.040351,12.000000,0.000125,1.998643,-1.965000,-0.256022, -0.262606
12 , 18.409079, -0.126655, 0.000000,0.000000,0.040204,1.999989,-1.965000,-0.201871, -0.126655
1 , 3.001310, 0.050564, -0.040303,4.000000,0.000000,1.999132,-1.965000,0.056735, 0.050564
2 , 6.209554, -0.070625, -0.000124,3.000000,0.040488,1.999996,-1.965000,-0.145925, -0.070625
3 , 15.206914, 0.119267, -0.040731,4.000000,0.000124,1.999878,-1.965000,0.124996, 0.119267
4 , 18.407681, -0.018688, 0.000000,0.000000,0.040512,1.999927,-1.965000,-0.094221, -0.018688
5 , 3.004630, -0.013693, -0.040493,8.000000,0.000000,1.999663,-1.965000,-0.007864, -0.013693
6 , 6.208200, 0.042122, -0.000125,7.000000,0.040654,1.999964,-1.965000,-0.033333, 0.042122
7 , 15.193901, 0.049395, -0.040110,8.000000,0.000125,1.997119,-1.965000,0.057260, 0.049395
8 , 18.410031, -2.060425, 0.000000,0.000000,0.039963,0.000000,-1.965000,-0.135411, -2.060425
9 , 3.004946, 0.110102, -0.040470,12.000000,0.000000,1.999703,-1.965000,0.115870, 0.110102
10 , 6.209081, 0.030204, -0.000125,11.000000,0.040654,1.999987,-1.965000,-0.045252, 0.030204
11 , 15.198102, -0.038577, -0.040341,12.000000,0.000125,1.998417,-1.965000,-0.031777, -0.038577
12 , 18.408494, 0.042719, 0.000000,0.000000,0.040189,1.999975,-1.965000,-0.032472, 0.042719
1 , 3.000361, -0.051256, -0.040298,4.000000,0.000000,1.998967,-1.965000,-0.044925, -0.051256
2 , 6.208725, -0.166035, -0.000124,3.000000,0.040435,1.999981,-1.965000,-0.241315, -0.166035
3 , 15.205392, -0.096330, -0.040584,4.000000,0.000124,1.999719,-1.965000,-0.090589, -0.096330
4 , 18.409759, 0.012601, 0.000000,0.000000,0.040384,1.999996,-1.965000,-0.062855, 0.012601
5 , 3.004322, -0.039747, -0.040422,8.000000,0.000000,1.999629,-1.965000,-0.033954, -0.039747
6 , 6.209644, 0.305712, -0.000125,7.000000,0.040575,1.999998,-1.965000,0.230293, 0.305712
7 , 15.193882, 0.032999, -0.040154,8.000000,0.000125,1.997110,-1.965000,0.040918, 0.032999
8 , 18.408908, 0.179295, 0.000000,0.000000,0.039995,1.999979,-1.965000,0.104286, 0.179295
9 , 3.001540, -0.021174, -0.040327,12.000000,0.000000,1.999188,-1.965000,-0.015035, -0.021174
10 , 6.209184, 0.032826, -0.000125,11.000000,0.040474,1.999993,-1.965000,-0.042494, 0.032826
11 , 15.196494, -0.134593, -0.040259,12.000000,0.000125,1.997974,-1.965000,-0.127433, -0.134593
12 , 18.408908, 0.168779, 0.000000,0.000000,0.040151,1.999985,-1.965000,0.093658, 0.168779
1 , 3.000968, -0.078073, -0.040313,4.000000,0.000000,1.999094,-1.965000,-0.071854, -0.078073
2 , 6.208973, 0.005843, -0.000124,3.000000,0.040439,1.999988,-1.965000,-0.069459, 0.005843
3 , 15.205341, 0.230552, -0.040585,4.000000,0.000124,1.999743,-1.965000,0.236270, 0.230552
4 , 18.409689, 0.188445, 0.000000,0.000000,0.040396,1.999995,-1.965000,0.112989, 0.188445
5 , 3.005697, 0.190293, -0.040520,8.000000,0.000000,1.999793,-1.965000,0.196020, 0.190293
6 , 6.208597, 0.125895, -0.000125,7.000000,0.040654,1.999978,-1.965000,0.050398, 0.125895
7 , 15.194916, -0.071496, -0.040189,8.000000,0.000125,1.997472,-1.965000,-0.063904, -0.071496
8 , 18.409071, -0.003009, 0.000000,0.000000,0.040034,1.999989,-1.965000,-0.078063, -0.003009
9 , 2.999428, -0.005679, -0.040320,12.000000,0.000000,1.998749,-1.965000,0.000893, -0.005679
10 , 6.207243, 0.431196, -0.000125,11.000000,0.040459,1.999915,-1.965000,0.355961, 0.431196
11 , 15.196042, -0.059317, -0.040247,12.000000,0.000125,1.997836,-1.965000,-0.052032, -0.059317
12 , 18.408763, 0.073445, 0.000000,0.000000,0.040201,1.999967,-1.965000,-0.001645, 0.073445
1 , 3.000369, -0.162740, -0.040245,4.000000,0.000000,1.998968,-1.965000,-0.156463, -0.162740
2 , 6.210054, -2.233608, -0.000124,3.000000,0.040353,0.000000,-1.965000,-0.308853, -2.233608
3 , 15.204538, 0.368564, -0.040583,4.000000,0.000124,1.999665,-1.965000,0.374358, 0.368564
4 , 18.408949, 0.028895, 0.000000,0.000000,0.040409,1.999984,-1.965000,-0.046547, 0.028895
5 , 3.006016, -0.091964, -0.040579,8.000000,0.000000,1.999824,-1.965000,-0.086208, -0.091964
6 , 6.207472, 0.341437, -0.000125,7.000000,0.040707,1.999929,-1.965000,0.265930, 0.341437
7 , 15.193251, 0.217947, -0.040128,8.000000,0.000125,1.996878,-1.965000,0.226072, 0.217947
8 , 18.408931, -0.143147, 0.000000,0.000000,0.039999,1.999986,-1.965000,-0.218137, -0.143147
9 , 3.000554, -0.057428, -0.040274,12.000000,0.000000,1.999003,-1.965000,-0.051156, -0.057428
10 , 6.209514, 0.138900, -0.000125,11.000000,0.040431,1.999997,-1.965000,0.063629, 0.138900
11 , 15.196190, 0.061111, -0.040270,12.000000,0.000125,1.997876,-1.965000,0.068380, 0.061111
12 , 18.408340, 0.497105, 0.000000,0.000000,0.040188,1.999960,-1.965000,0.422000, 0.497105
1 , 3.002033, 0.080160, -0.040361,4.000000,0.000000,1.999289,-1.965000,0.086232, 0.080160
2 , 6.208857, -0.316339, -0.000124,3.000000,0.040450,1.999984,-1.965000,-0.391684, -0.316339
3 , 15.203840, -0.086260, -0.040570,4.000000,0.000124,1.999575,-1.965000,-0.080389, -0.086260
4 , 18.408554, -0.193361, 0.000000,0.000000,0.040413,1.999975,-1.965000,-0.268783, -0.193361
5 , 3.005970, -0.070559, -0.040487,8.000000,0.000000,1.999808,-1.965000,-0.064879, -0.070559
6 , 6.209676, 0.368191, -0.000126,7.000000,0.040553,1.999995,-1.965000,0.292710, 0.368191
7 , 15.192795, 0.147565, -0.040112,8.000000,0.000126,1.996705,-1.965000,0.155846, 0.147565
8 , 18.408875, -0.036286, 0.000000,0.000000,0.039983,1.999984,-1.965000,-0.111258, -0.036286
9 , 2.998559, -0.167443, -0.040185,12.000000,0.000000,1.998545,-1.965000,-0.160804, -0.167443
10 , 6.209719, 0.005600, -0.000125,11.000000,0.040334,1.999998,-1.965000,-0.069583, 0.005600
11 , 15.195779, 0.103357, -0.040257,12.000000,0.000125,1.997747,-1.965000,0.110742, 0.103357
12 , 18.408252, -0.232053, 0.000000,0.000000,0.040173,1.999956,-1.965000,-0.307142, -0.232053
1 , 3.000316, -0.169654, -0.040298,4.000000,0.000000,1.998957,-1.965000,-0.163312, -0.169654
2 , 6.208674, -0.136876, -0.000124,3.000000,0.040395,1.999979,-1.965000,-0.212154, -0.136876
3 , 15.201407, 0.019869, -0.040466,4.000000,0.000124,1.999170,-1.965000,0.026041, 0.019869
4 , 18.408694, 0.134152, 0.000000,0.000000,0.040329,1.999981,-1.965000,0.058830, 0.134152
5 , 3.005579, 0.058010, -0.040515,8.000000,0.000000,1.999764,-1.965000,0.063761, 0.058010
6 , 6.208609, 0.148208, -0.000125,7.000000,0.040548,1.999967,-1.965000,0.072728, 0.148208
7 , 15.192373, 0.048081, -0.040057,8.000000,0.000125,1.996548,-1.965000,0.056464, 0.048081
8 , 18.409837, -0.035655, 0.000000,0.000000,0.039931,1.999999,-1.965000,-0.110587, -0.035655
9 , 2.999499, -0.118057, -0.040218,12.000000,0.000000,1.998774,-1.965000,-0.111613, -0.118057
10 , 6.209838, -0.051316, -0.000126,11.000000,0.040352,1.999999,-1.965000,-0.126532, -0.051316
11 , 15.192646, 0.192345, -0.040103,12.000000,0.000126,1.996623,-1.965000,0.200700, 0.192345
12 , 18.408952, 0.234090, 0.000000,0.000000,0.039981,1.999983,-1.965000,0.159128, 0.234090
1 , 3.000508, 0.541600, -0.040265,4.000000,0.000000,1.998999,-1.965000,0.547865, 0.541600
2 , 6.209695, 0.125243, -0.000125,3.000000,0.040373,1.999998,-1.965000,0.049980, 0.125243
3 , 15.199891, 0.032548, -0.040368,4.000000,0.000125,1.998860,-1.965000,0.038931, 0.032548
4 , 18.409621, 0.086304, 0.000000,0.000000,0.040272,1.999998,-1.965000,0.011063, 0.086304
5 , 3.004079, 0.115400, -0.040429,8.000000,0.000000,1.999592,-1.965000,0.121237, 0.115400
6 , 6.209220, 0.102858, -0.000126,7.000000,0.040462,1.999982,-1.965000,0.027449, 0.102858
7 , 15.192228, 0.278671, -0.040125,8.000000,0.000126,1.996495,-1.965000,0.287176, 0.278671
8 , 18.407988, 0.091351, 0.000000,0.000000,0.039999,1.999955,-1.965000,0.016395, 0.091351
9 , 2.999278, -0.069061, -0.040280,12.000000,0.000000,1.998718,-1.965000,-0.062499, -0.069061
10 , 6.208089, 0.221178, -0.000125,11.000000,0.040404,1.999959,-1.965000,0.145940, 0.221178
11 , 15.193025, -0.201315, -0.040103,12.000000,0.000125,1.996785,-1.965000,-0.193123, -0.201315
12 , 18.409321, -0.131036, 0.000000,0.000000,0.039990,1.999991,-1.965000,-0.206006, -0.131036
1 , 3.000558, -0.030279, -0.040303,4.000000,0.000000,1.999010,-1.965000,-0.023986, -0.030279
2 , 6.208809, -0.057926, -0.000125,3.000000,0.040397,1.999982,-1.965000,-0.133211, -0.057926
3 , 15.198109, 0.273552, -0.040324,4.000000,0.000125,1.998430,-1.965000,0.280321, 0.273552
4 , 18.408927, -0.040553, 0.000000,0.000000,0.040212,1.999987,-1.965000,-0.115739, -0.040553
5 , 3.002399, 0.082629, -0.040354,8.000000,0.000000,1.999358,-1.965000,0.088625, 0.082629
6 , 6.209378, 0.265198, -0.000126,7.000000,0.040428,1.999989,-1.965000,0.189856, 0.265198
7 , 15.192338, -0.032865, -0.040050,8.000000,0.000126,1.996535,-1.965000,-0.024475, -0.032865
8 , 18.409957, 0.101909, 0.000000,0.000000,0.039930,1.999999,-1.965000,0.026983, 0.101909
9 , 2.995947, -0.090946, -0.040092,12.000000,0.000000,1.997786,-1.965000,-0.083640, -0.090946
10 , 6.209424, 0.117450, -0.000126,11.000000,0.040180,1.999996,-1.965000,0.042363, 0.117450
11 , 15.190667, -0.018813, -0.040053,12.000000,0.000126,1.995846,-1.965000,-0.009732, -0.018813
12 , 18.408223, 0.002306, 0.000000,0.000000,0.039953,1.999960,-1.965000,-0.072582, 0.002306
1 , 2.999529, 0.046490, -0.040307,4.000000,0.000000,1.998779,-1.965000,0.053018, 0.046490
2 , 6.207662, -0.080368, -0.000125,3.000000,0.040400,1.999938,-1.965000,-0.155613, -0.080368
3 , 15.195762, -0.092481, -0.040226,4.000000,0.000125,1.997748,-1.965000,-0.085128, -0.092481
4 , 18.408997, 0.284796, 0.000000,0.000000,0.040117,1.999989,-1.965000,0.209706, 0.284796
5 , 3.000354, -0.152331, -0.040281,8.000000,0.000000,1.998966,-1.965000,-0.146016, -0.152331
6 , 6.209142, 0.143296, -0.000126,7.000000,0.040357,1.999984,-1.965000,0.068033, 0.143296
7 , 15.190373, 0.113258, -0.040043,8.000000,0.000126,1.995724,-1.965000,0.122450, 0.113258
