ボルテックス番号, 座標, 合力, VVI作用, 対象VVI, VVI反作用, ピニング力, ローレンツ力, 熱ゆらぎ, 現在速度
9 , 2.998407, 0.059251, -0.040215,12.000000,0.000000,1.998499,-1.965000,0.065967, 0.059251
10 , 6.208809, 0.260188, -0.000124,11.000000,0.040232,1.999961,-1.965000,0.185011, 0.260188
11 , 15.205376, -0.147344, -0.040653,12.000000,0.000124,1.999758,-1.965000,-0.141573, -0.147344
12 , 18.408058, -0.043596, 0.000000,0.000000,0.040495,1.999957,-1.965000,-0.119081, -0.043596
1 , 2.990665, 0.200981, -0.039874,4.000000,0.000000,1.995852,-1.965000,0.210003, 0.200981
2 , 6.209544, -0.086998, -0.000125,3.000000,0.040032,1.999995,-1.965000,-0.161868, -0.086998
3 , 15.196723, -0.218963, -0.040261,4.000000,0.000125,1.997991,-1.965000,-0.211818, -0.218963
4 , 18.409090, 0.058751, 0.000000,0.000000,0.040228,1.999984,-1.965000,-0.016368, 0.058751
5 , 3.000793, 0.042369, -0.040289,8.000000,0.000000,1.999048,-1.965000,0.048609, 0.042369
6 , 6.209391, -0.095651, -0.000125,7.000000,0.040494,1.999985,-1.965000,-0.170925, -0.095651
7 , 15.200536, -0.107972, -0.040448,8.000000,0.000124,1.998991,-1.965000,-0.101639, -0.107972
8 , 18.408272, -0.261028, 0.000000,0.000000,0.040375,1.999965,-1.965000,-0.336316, -0.261028
9 , 2.997525, -0.104812, -0.040156,12.000000,0.000000,1.998270,-1.965000,-0.097926, -0.104812
10 , 6.209407, 0.108615, -0.000124,11.000000,0.040203,1.999983,-1.965000,0.033476, 0.108615
11 , 15.203772, -0.200167, -0.040540,12.000000,0.000124,1.999557,-1.965000,-0.194308, -0.200167
12 , 18.409235, 0.072181, 0.000000,0.000000,0.040371,1.999992,-1.965000,-0.003226, 0.072181
1 , 2.990129, 0.054335, -0.039897,4.000000,0.000000,1.995598,-1.965000,0.063634, 0.054335
2 , 6.208437, -0.124490, -0.000125,3.000000,0.040036,1.999968,-1.965000,-0.199356, -0.124490
3 , 15.198901, 0.020625, -0.040390,4.000000,0.000125,1.998603,-1.965000,0.027287, 0.020625
4 , 18.408060, 0.100623, 0.000000,0.000000,0.040375,1.999941,-1.965000,0.025418, 0.100623
5 , 2.999740, 0.333710, -0.040260,8.000000,0.000000,1.998828,-1.965000,0.340142, 0.333710
6 , 6.209046, 0.113591, -0.000125,7.000000,0.040447,1.999982,-1.965000,0.038349, 0.113591
7 , 15.197601, -0.111644, -0.040302,8.000000,0.000125,1.998293,-1.965000,-0.104760, -0.111644
8 , 18.408962, 0.161899, 0.000000,0.000000,0.040185,1.999988,-1.965000,0.086734, 0.161899
9 , 2.996362, 0.325799, -0.040111,12.000000,0.000000,1.997930,-1.965000,0.332981, 0.325799
10 , 6.209338, 0.110727, -0.000124,11.000000,0.040168,1.999976,-1.965000,0.035639, 0.110727
11 , 15.203066, -0.170072, -0.040485,12.000000,0.000124,1.999461,-1.965000,-0.164171, -0.170072
12 , 18.409878, 0.056645, 0.000000,0.000000,0.040329,1.999999,-1.965000,-0.018715, 0.056645
1 , 2.987830, 0.177055, -0.039827,4.000000,0.000000,1.994545,-1.965000,0.187337, 0.177055
2 , 6.207878, 0.142561, -0.000125,3.000000,0.039986,1.999944,-1.965000,0.067788, 0.142561
3 , 15.197625, -0.218892, -0.040326,4.000000,0.000125,1.998281,-1.965000,-0.211972, -0.218892
4 , 18.408378, -0.039611, 0.000000,0.000000,0.040310,1.999950,-1.965000,-0.114761, -0.039611
5 , 3.000426, -0.264029, -0.040302,8.000000,0.000000,1.998978,-1.965000,-0.257706, -0.264029
6 , 6.208700, -0.044069, -0.000125,7.000000,0.040491,1.999973,-1.965000,-0.119344, -0.044069
7 , 15.196525, 0.048701, -0.040231,8.000000,0.000125,1.997981,-1.965000,0.055827, 0.048701
8 , 18.409632, -0.068523, 0.000000,0.000000,0.040102,1.999998,-1.965000,-0.143628, -0.068523
9 , 2.996345, 0.040536, -0.040095,12.000000,0.000000,1.997906,-1.965000,0.047725, 0.040536
10 , 6.209735, 0.000033, -0.000125,11.000000,0.040225,1.999997,-1.965000,-0.075060, 0.000033
11 , 15.200706, -0.047454, -0.040448,12.000000,0.000125,1.999040,-1.965000,-0.041171, -0.047454
12 , 18.408443, 0.099453, 0.000000,0.000000,0.040293,1.999971,-1.965000,0.024159, 0.099453
1 , 2.988762, 0.134038, -0.039810,4.000000,0.000000,1.994991,-1.965000,0.143857, 0.134038
2 , 6.209237, 0.245727, -0.000125,3.000000,0.039964,1.999988,-1.965000,0.170928, 0.245727
3 , 15.196263, 0.027154, -0.040259,4.000000,0.000125,1.997891,-1.965000,0.034398, 0.027154
4 , 18.408665, 0.219393, 0.000000,0.000000,0.040232,1.999964,-1.965000,0.144296, 0.219393
