9.300000e-01, 1.399206e-02, 5.053780e-03, 3.918768e-03, 5.019512e-03, 1.806563e-03, 5.185655e-03, 1.706257e-03, 5.293585e-03
9.305000e-01, 1.332656e-02, 4.096283e-03, 4.974279e-03, 4.255998e-03, 1.827692e-03, 4.871292e-03, 1.618549e-03, 5.009026e-03
9.310000e-01, 1.297765e-02, 4.875768e-03, 4.092071e-03, 4.009808e-03, 1.959766e-03, 4.541450e-03, 1.648934e-03, 4.827497e-03
9.315000e-01, 1.259083e-02, 4.158406e-03, 4.116913e-03, 4.315508e-03, 1.705076e-03, 5.047981e-03, 1.657561e-03, 4.180209e-03
9.320000e-01, 1.426319e-02, 4.034991e-03, 5.232730e-03, 4.995466e-03, 1.794935e-03, 5.637292e-03, 1.941682e-03, 4.889278e-03
9.325000e-01, 1.403467e-02, 4.578887e-03, 4.659557e-03, 4.796229e-03, 1.652493e-03, 5.353159e-03, 1.459556e-03, 5.569465e-03
9.330000e-01, 1.257786e-02, 4.424207e-03, 3.891111e-03, 4.262538e-03, 1.622321e-03, 4.571836e-03, 1.457309e-03, 4.926390e-03
9.335000e-01, 1.280981e-02, 4.153718e-03, 4.425980e-03, 4.230111e-03, 1.772777e-03, 4.337276e-03, 1.599563e-03, 5.100194e-03
9.340000e-01, 1.310318e-02, 4.040307e-03, 4.320381e-03, 4.742489e-03, 1.610714e-03, 4.850951e-03, 1.637508e-03, 5.004004e-03
9.345000e-01, 1.378202e-02, 5.092029e-03, 4.428140e-03, 4.261856e-03, 1.627961e-03, 4.949292e-03, 1.559351e-03, 5.645421e-03
9.350000e-01, -6.073214e-02, -1.994436e-02, -4.514013e-02, 4.352346e-03, -1.836403e-02, -1.196929e-02, -1.861182e-02, -1.178700e-02
9.355000e-01, -1.124321e-02, 4.670834e-03, 3.885804e-03, -1.979985e-02, -5.997153e-03, 2.683717e-04, -6.298508e-03, 7.840762e-04
9.360000e-01, -1.332971e-01, -1.978122e-02, -6.926078e-02, -4.425508e-02, -3.824959e-02, -2.908493e-02, -3.815837e-02, -2.780419e-02
9.365000e-01, -1.095482e-01, -4.472668e-02, -4.421541e-02, -2.060615e-02, -3.037677e-02, -2.390894e-02, -3.067866e-02, -2.458387e-02
9.370000e-01, -1.345009e-01, -4.518103e-02, -4.479466e-02, -4.452519e-02, -3.524584e-02, -3.234862e-02, -3.492834e-02, -3.197808e-02
9.375000e-01, -2.060637e-01, -6.892298e-02, -6.837271e-02, -6.876806e-02, -5.828922e-02, -4.413841e-02, -5.826353e-02, -4.537259e-02
9.380000e-01, -2.074961e-01, -6.912859e-02, -6.906674e-02, -6.930079e-02, -5.839178e-02, -4.576334e-02, -5.816051e-02, -4.518049e-02
9.385000e-01, -2.061251e-01, -6.834157e-02, -6.856196e-02, -6.922152e-02, -5.827875e-02, -4.472364e-02, -5.858034e-02, -4.454233e-02
9.390000e-01, -2.058605e-01, -6.898087e-02, -6.884849e-02, -6.803119e-02, -5.803462e-02, -4.459388e-02, -5.837373e-02, -4.485832e-02
