ボルテックス番号, 座標, 合力, VVI作用, 対象VVI, VVI反作用, ピニング力, ローレンツ力, 熱ゆらぎ, 現在速度
10 , 6.807874, -1.937188, -0.000225,11.000000,0.022394,0.000000,-1.965000,0.005632, -1.937188
11 , 15.208680, -0.040695, -0.021136,12.000000,0.000225,1.999924,-1.965000,-0.054708, -0.040695
12 , 19.065446, -2.195281, 0.000000,0.000000,0.020895,0.000000,-1.965000,-0.251180, -2.195281
1 , 3.009110, 0.075030, -0.025875,4.000000,0.000000,1.999972,-1.965000,0.065933, 0.075030
2 , 6.657113, -1.976929, -0.000193,3.000000,0.026024,0.000000,-1.965000,-0.037779, -1.976929
3 , 15.207977, 0.012880, -0.029862,4.000000,0.000194,1.999952,-1.965000,0.007597, 0.012880
4 , 18.719153, -2.029816, 0.000000,0.000000,0.029716,0.000000,-1.965000,-0.094509, -2.029816
5 , 3.008054, 0.135463, -0.026467,8.000000,0.000000,1.999958,-1.965000,0.126972, 0.135463
6 , 6.633225, -2.161066, -0.000189,7.000000,0.026648,0.000000,-1.965000,-0.222522, -2.161066
7 , 15.207356, 0.053625, -0.028251,8.000000,0.000189,1.999840,-1.965000,0.046848, 0.053625
8 , 18.773957, -2.044648, 0.000000,0.000000,0.028022,0.000000,-1.965000,-0.107721, -2.044648
9 , 3.008722, -0.181694, -0.027013,12.000000,0.000000,1.999976,-1.965000,-0.189657, -0.181694
10 , 6.612950, -1.889980, -0.000185,11.000000,0.027194,0.000000,-1.965000,0.047996, -1.889980
11 , 15.208169, 0.192082, -0.025680,12.000000,0.000185,1.999924,-1.965000,0.182653, 0.192082
12 , 18.870199, -1.819582, 0.000000,0.000000,0.025494,0.000000,-1.965000,0.119933, -1.819582
1 , 3.007812, 0.005632, -0.031467,4.000000,0.000000,1.999946,-1.965000,0.002153, 0.005632
2 , 6.462231, -1.926414, -0.000159,3.000000,0.031579,0.000000,-1.965000,0.007140, -1.926414
3 , 15.206645, 0.099850, -0.036166,4.000000,0.000159,1.999870,-1.965000,0.100987, 0.099850
4 , 18.526286, -2.022863, 0.000000,0.000000,0.036062,0.000000,-1.965000,-0.093889, -2.022863
5 , 3.009607, 0.126643, -0.032249,8.000000,0.000000,1.999985,-1.965000,0.123906, 0.126643
6 , 6.439350, -1.803198, -0.000156,7.000000,0.032375,0.000000,-1.965000,0.129562, -1.803198
7 , 15.207956, -0.114164, -0.034320,8.000000,0.000156,1.999942,-1.965000,-0.114940, -0.114164
8 , 18.579971, -2.019846, 0.000000,0.000000,0.034126,0.000000,-1.965000,-0.089020, -2.019846
9 , 3.009458, 0.113757, -0.032854,12.000000,0.000000,1.999996,-1.965000,0.111614, 0.113757
10 , 6.420252, -2.133089, -0.000153,11.000000,0.032987,0.000000,-1.965000,-0.200951, -2.133089
11 , 15.207487, 0.068356, -0.031178,12.000000,0.000153,1.999908,-1.965000,0.064474, 0.068356
12 , 18.675520, -2.023594, 0.000000,0.000000,0.031057,0.000000,-1.965000,-0.089611, -2.023594
1 , 3.006328, 0.284584, -0.038187,4.000000,0.000000,1.999832,-1.965000,0.287939, 0.284584
2 , 6.268349, -1.729780, -0.000131,3.000000,0.038315,0.000000,-1.965000,0.197040, -1.729780
3 , 15.208837, 0.109769, -0.040737,4.000000,0.000131,1.999981,-1.965000,0.115393, 0.109769
4 , 18.409466, -0.285939, 0.000000,0.000000,0.040640,1.999993,-1.965000,-0.361544, -0.285939
5 , 3.007701, -0.069338, -0.039065,8.000000,0.000000,1.999933,-1.965000,-0.065205, -0.069338
6 , 6.247070, -1.848024, -0.000128,7.000000,0.039176,0.000000,-1.965000,0.077915, -1.848024
7 , 15.208890, -0.057075, -0.040769,8.000000,0.000128,1.999982,-1.965000,-0.051416, -0.057075
8 , 18.408713, 0.237385, 0.000000,0.000000,0.040608,1.999980,-1.965000,0.161760, 0.237385
9 , 3.008035, -0.043740, -0.039860,12.000000,0.000000,1.999948,-1.965000,-0.038828, -0.043740
10 , 6.227084, -1.932525, -0.000126,11.000000,0.039908,0.000000,-1.965000,-0.007392, -1.932525
11 , 15.207092, -0.013653, -0.037739,12.000000,0.000126,1.999880,-1.965000,-0.010919, -0.013653
12 , 18.484142, -1.974945, 0.000000,0.000000,0.037624,0.000000,-1.965000,-0.047551, -1.974945
1 , 3.005717, -0.114459, -0.040518,4.000000,0.000000,1.999795,-1.965000,-0.108736, -0.114459
2 , 6.208666, 0.132662, -0.000123,3.000000,0.040614,1.999977,-1.965000,0.057167, 0.132662
3 , 15.208826, 0.089804, -0.040778,4.000000,0.000123,1.999978,-1.965000,0.095480, 0.089804
4 , 18.408442, -0.039650, 0.000000,0.000000,0.040730,1.999963,-1.965000,-0.115267, -0.039650
5 , 3.008442, -0.097474, -0.040617,8.000000,0.000000,1.999973,-1.965000,-0.091830, -0.097474
6 , 6.208986, 0.164547, -0.000123,7.000000,0.040779,1.999985,-1.965000,0.088946, 0.164547
7 , 15.209119, -0.041236, -0.040799,8.000000,0.000123,1.999991,-1.965000,-0.035551, -0.041236
8 , 18.408212, -0.017308, 0.000000,0.000000,0.040647,1.999961,-1.965000,-0.092945, -0.017308
9 , 3.007692, 0.123385, -0.040576,12.000000,0.000000,1.999941,-1.965000,0.129020, 0.123385
10 , 6.209218, -0.058005, -0.000124,11.000000,0.040651,1.999987,-1.965000,-0.133569, -0.058005
11 , 15.206933, 0.179115, -0.040652,12.000000,0.000124,1.999894,-1.965000,0.184749, 0.179115
12 , 18.409640, 0.001722, 0.000000,0.000000,0.040594,1.999984,-1.965000,-0.073790, 0.001722
1 , 3.007897, -0.090906, -0.040579,4.000000,0.000000,1.999945,-1.965000,-0.085271, -0.090906
2 , 6.209353, 0.128642, -0.000124,3.000000,0.040692,1.999995,-1.965000,0.053067, 0.128642
3 , 15.207705, -0.279957, -0.040694,4.000000,0.000124,1.999926,-1.965000,-0.274312, -0.279957
4 , 18.409371, 0.177216, 0.000000,0.000000,0.040621,1.999980,-1.965000,0.101665, 0.177216
5 , 3.004360, -0.111335, -0.040483,8.000000,0.000000,1.999644,-1.965000,-0.105496, -0.111335
6 , 6.208168, 0.055999, -0.000123,7.000000,0.040616,1.999963,-1.965000,-0.019448, 0.055999
7 , 15.207750, 0.256398, -0.040705,8.000000,0.000123,1.999942,-1.965000,0.262038, 0.256398
8 , 18.409145, 0.144578, 0.000000,0.000000,0.040553,1.999988,-1.965000,0.069008, 0.144578
9 , 3.007905, -0.240752, -0.040594,12.000000,0.000000,1.999951,-1.965000,-0.235109, -0.240752
10 , 6.209005, 0.207452, -0.000124,11.000000,0.040645,1.999975,-1.965000,0.131883, 0.207452
11 , 15.207924, 0.125183, -0.040756,12.000000,0.000124,1.999936,-1.965000,0.130879, 0.125183
12 , 18.408071, 0.063116, 0.000000,0.000000,0.040665,1.999949,-1.965000,-0.012466, 0.063116
1 , 3.006082, -0.110971, -0.040491,4.000000,0.000000,1.999829,-1.965000,-0.105309, -0.110971
2 , 6.209716, -0.039896, -0.000124,3.000000,0.040622,1.999999,-1.965000,-0.115385, -0.039896
3 , 15.207402, -0.207810, -0.040692,4.000000,0.000124,1.999925,-1.965000,-0.202167, -0.207810
4 , 18.409113, -0.070894, 0.000000,0.000000,0.040628,1.999982,-1.965000,-0.146444, -0.070894
5 , 3.003052, 0.104862, -0.040380,8.000000,0.000000,1.999458,-1.965000,0.110784, 0.104862
6 , 6.209406, -0.001000, -0.000124,7.000000,0.040491,1.999996,-1.965000,-0.076376, -0.001000
7 , 15.207177, -0.130841, -0.040693,8.000000,0.000124,1.999904,-1.965000,-0.125176, -0.130841
8 , 18.408885, 0.148819, 0.000000,0.000000,0.040524,1.999984,-1.965000,0.073267, 0.148819
9 , 3.007868, -0.130767, -0.040586,12.000000,0.000000,1.999949,-1.965000,-0.125130, -0.130767
10 , 6.209144, 0.174114, -0.000124,11.000000,0.040642,1.999977,-1.965000,0.098551, 0.174114
11 , 15.207239, -0.159623, -0.040668,12.000000,0.000124,1.999894,-1.965000,-0.153974, -0.159623
12 , 18.409557, 0.224703, 0.000000,0.000000,0.040560,1.999992,-1.965000,0.149167, 0.224703
1 , 3.007503, -0.008970, -0.040616,4.000000,0.000000,1.999914,-1.965000,-0.003267, -0.008970
2 , 6.208045, 0.298524, -0.000124,3.000000,0.040794,1.999955,-1.965000,0.222952, 0.298524
3 , 15.206470, 0.277618, -0.040697,4.000000,0.000124,1.999861,-1.965000,0.283331, 0.277618
4 , 18.408059, 0.038319, 0.000000,0.000000,0.040609,1.999953,-1.965000,-0.037208, 0.038319
5 , 3.001568, -0.161625, -0.040356,8.000000,0.000000,1.999190,-1.965000,-0.155459, -0.161625
6 , 6.208493, 0.113689, -0.000124,7.000000,0.040437,1.999974,-1.965000,0.038358, 0.113689
7 , 15.204806, -0.099465, -0.040598,8.000000,0.000124,1.999699,-1.965000,-0.093690, -0.099465
8 , 18.408837, 0.128283, 0.000000,0.000000,0.040435,1.999982,-1.965000,0.052827, 0.128283
9 , 3.006659, 0.075165, -0.040524,12.000000,0.000000,1.999876,-1.965000,0.080813, 0.075165
10 , 6.209474, -0.099758, -0.000124,11.000000,0.040577,1.999984,-1.965000,-0.175265, -0.099758
11 , 15.203677, -0.035820, -0.040620,12.000000,0.000124,1.999540,-1.965000,-0.029864, -0.035820
12 , 18.407163, -0.048399, 0.000000,0.000000,0.040518,1.999904,-1.965000,-0.123801, -0.048399
1 , 3.005835, 0.098845, -0.040519,4.000000,0.000000,1.999765,-1.965000,0.104599, 0.098845
2 , 6.208754, 0.146478, -0.000124,3.000000,0.040755,1.999969,-1.965000,0.070990, 0.146478
3 , 15.206779, -0.007139, -0.040705,4.000000,0.000124,1.999880,-1.965000,-0.001438, -0.007139
4 , 18.408174, -0.250035, 0.000000,0.000000,0.040610,1.999958,-1.965000,-0.325575, -0.250035
5 , 3.000729, 0.016618, -0.040256,8.000000,0.000000,1.999045,-1.965000,0.022829, 0.016618
6 , 6.210138, -1.992969, -0.000124,7.000000,0.040367,0.000000,-1.965000,-0.068225, -1.992969
7 , 15.201836, 0.109442, -0.040433,8.000000,0.000124,1.999258,-1.965000,0.115492, 0.109442
8 , 18.409947, -0.002379, 0.000000,0.000000,0.040250,1.999993,-1.965000,-0.077680, -0.002379
9 , 3.006918, 0.283501, -0.040519,12.000000,0.000000,1.999893,-1.965000,0.289127, 0.283501
10 , 6.209862, 0.127740, -0.000124,11.000000,0.040614,1.999996,-1.965000,0.052225, 0.127740
11 , 15.203496, -0.017338, -0.040563,12.000000,0.000124,1.999513,-1.965000,-0.011412, -0.017338
12 , 18.408386, 0.125958, 0.000000,0.000000,0.040444,1.999968,-1.965000,0.050550, 0.125958
1 , 3.004845, 0.071608, -0.040475,4.000000,0.000000,1.999599,-1.965000,0.077484, 0.071608
2 , 6.208824, 0.026537, -0.000124,3.000000,0.040750,1.999964,-1.965000,-0.048902, 0.026537
3 , 15.206164, 0.013329, -0.040623,4.000000,0.000124,1.999813,-1.965000,0.019015, 0.013329
4 , 18.409572, 0.153514, 0.000000,0.000000,0.040494,1.999996,-1.965000,0.078018, 0.153514
5 , 3.001793, 0.056122, -0.040290,8.000000,0.000000,1.999249,-1.965000,0.062163, 0.056122
6 , 6.210371, -2.175168, -0.000124,7.000000,0.040389,0.000000,-1.965000,-0.250458, -2.175168
7 , 15.201872, -0.227319, -0.040464,8.000000,0.000124,1.999266,-1.965000,-0.221245, -0.227319
8 , 18.409202, 0.006820, 0.000000,0.000000,0.040301,1.999988,-1.965000,-0.068508, 0.006820
9 , 3.005370, 0.099105, -0.040470,12.000000,0.000000,1.999762,-1.965000,0.104813, 0.099105
10 , 6.209515, -0.089557, -0.000124,11.000000,0.040563,1.999994,-1.965000,-0.165021, -0.089557
11 , 15.204804, -0.112883, -0.040584,12.000000,0.000124,1.999678,-1.965000,-0.107102, -0.112883
12 , 18.409183, -0.075877, 0.000000,0.000000,0.040461,1.999990,-1.965000,-0.151327, -0.075877
1 , 3.003900, -0.290520, -0.040450,4.000000,0.000000,1.999550,-1.965000,-0.284620, -0.290520
2 , 6.208496, -0.240987, -0.000124,3.000000,0.040707,1.999950,-1.965000,-0.316387, -0.240987
3 , 15.205564, -0.042538, -0.040626,4.000000,0.000124,1.999777,-1.965000,-0.036813, -0.042538
4 , 18.408913, 0.059951, 0.000000,0.000000,0.040520,1.999984,-1.965000,-0.015535, 0.059951
5 , 3.002511, -0.033975, -0.040390,8.000000,0.000000,1.999377,-1.965000,-0.027962, -0.033975
6 , 6.208598, 0.362288, -0.000124,7.000000,0.040473,1.999974,-1.965000,0.286924, 0.362288
7 , 15.202898, 0.086213, -0.040495,8.000000,0.000124,1.999438,-1.965000,0.092147, 0.086213
8 , 18.409477, 0.086000, 0.000000,0.000000,0.040353,1.999997,-1.965000,0.010633, 0.086000
9 , 3.005784, -0.244714, -0.040473,12.000000,0.000000,1.999801,-1.965000,-0.239042, -0.244714
10 , 6.209836, 0.085094, -0.000124,11.000000,0.040576,1.999999,-1.965000,0.009622, 0.085094
11 , 15.203952, 0.018692, -0.040534,12.000000,0.000124,1.999547,-1.965000,0.024554, 0.018692
12 , 18.409574, -0.167132, 0.000000,0.000000,0.040401,1.999995,-1.965000,-0.242536, -0.167132
1 , 3.003489, 0.138010, -0.040453,4.000000,0.000000,1.999514,-1.965000,0.143948, 0.138010
2 , 6.208038, -0.120771, -0.000124,3.000000,0.040673,1.999942,-1.965000,-0.196167, -0.120771
3 , 15.205927, 0.135998, -0.040606,4.000000,0.000124,1.999787,-1.965000,0.141693, 0.135998
4 , 18.409763, 0.204004, 0.000000,0.000000,0.040465,1.999999,-1.965000,0.128523, 0.204004
5 , 3.002725, 0.227614, -0.040339,8.000000,0.000000,1.999412,-1.965000,0.233541, 0.227614
6 , 6.210087, -1.844792, -0.000124,7.000000,0.040443,0.000000,-1.965000,0.079869, -1.844792
7 , 15.203242, 0.046199, -0.040539,8.000000,0.000124,1.999493,-1.965000,0.052121, 0.046199
8 , 18.408721, 0.096946, 0.000000,0.000000,0.040376,1.999977,-1.965000,0.021554, 0.096946
9 , 3.005094, -0.002959, -0.040500,12.000000,0.000000,1.999726,-1.965000,0.002815, -0.002959
10 , 6.208484, 0.294847, -0.000124,11.000000,0.040596,1.999974,-1.965000,0.219373, 0.294847
11 , 15.202681, -0.091616, -0.040501,12.000000,0.000124,1.999389,-1.965000,-0.085628, -0.091616
12 , 18.409104, 0.091795, 0.000000,0.000000,0.040425,1.999976,-1.965000,0.016442, 0.091795
1 , 3.003394, -0.065050, -0.040401,4.000000,0.000000,1.999514,-1.965000,-0.059163, -0.065050
2 , 6.209221, 0.081363, -0.000124,3.000000,0.040589,1.999980,-1.965000,0.005982, 0.081363
3 , 15.204810, 0.085891, -0.040629,4.000000,0.000124,1.999692,-1.965000,0.091704, 0.085891
4 , 18.408073, -0.115775, 0.000000,0.000000,0.040493,1.999959,-1.965000,-0.191239, -0.115775
5 , 3.004760, -0.029143, -0.040456,8.000000,0.000000,1.999694,-1.965000,-0.023382, -0.029143
6 , 6.209247, -0.012289, -0.000124,7.000000,0.040550,1.999990,-1.965000,-0.087734, -0.012289
7 , 15.202116, -0.280205, -0.040475,8.000000,0.000124,1.999308,-1.965000,-0.274162, -0.280205
8 , 18.409175, 0.037830, 0.000000,0.000000,0.040289,1.999984,-1.965000,-0.037505, 0.037830
9 , 3.004232, -0.102573, -0.040435,12.000000,0.000000,1.999623,-1.965000,-0.096761, -0.102573
10 , 6.209228, -0.151190, -0.000124,11.000000,0.040550,1.999993,-1.965000,-0.226618, -0.151190
11 , 15.203743, -0.028444, -0.040542,12.000000,0.000124,1.999563,-1.965000,-0.022590, -0.028444
12 , 18.409163, 0.099370, 0.000000,0.000000,0.040491,1.999973,-1.965000,0.023979, 0.099370
1 , 3.002920, -0.273017, -0.040362,4.000000,0.000000,1.999443,-1.965000,-0.267098, -0.273017
2 , 6.209714, 0.353937, -0.000124,3.000000,0.040561,1.999984,-1.965000,0.278591, 0.353937
3 , 15.205924, -0.016244, -0.040640,4.000000,0.000124,1.999814,-1.965000,-0.010541, -0.016244
4 , 18.408916, 0.017987, 0.000000,0.000000,0.040555,1.999984,-1.965000,-0.057513, 0.017987
5 , 3.003676, 0.066955, -0.040429,8.000000,0.000000,1.999554,-1.965000,0.072829, 0.066955
6 , 6.208825, 0.201527, -0.000125,7.000000,0.040512,1.999982,-1.965000,0.126117, 0.201527
7 , 15.197875, 0.061821, -0.040389,8.000000,0.000125,1.998367,-1.965000,0.068719, 0.061821
8 , 18.407075, 0.063637, 0.000000,0.000000,0.040250,1.999905,-1.965000,-0.011533, 0.063637
9 , 3.002858, 0.278909, -0.040424,12.000000,0.000000,1.999420,-1.965000,0.284913, 0.278909
10 , 6.208123, 0.282658, -0.000124,11.000000,0.040512,1.999960,-1.965000,0.207273, 0.282658
11 , 15.204307, -0.209080, -0.040569,12.000000,0.000124,1.999640,-1.965000,-0.203274, -0.209080
12 , 18.409047, -0.000459, 0.000000,0.000000,0.040522,1.999974,-1.965000,-0.075878, -0.000459
1 , 3.001195, -0.215664, -0.040319,4.000000,0.000000,1.999137,-1.965000,-0.209482, -0.215664
2 , 6.209044, 0.167389, -0.000124,3.000000,0.040470,1.999987,-1.965000,0.092083, 0.167389
3 , 15.203991, -0.231756, -0.040579,4.000000,0.000124,1.999584,-1.965000,-0.225885, -0.231756
4 , 18.408503, 0.212668, 0.000000,0.000000,0.040488,1.999975,-1.965000,0.137239, 0.212668
5 , 3.002061, 0.137722, -0.040437,8.000000,0.000000,1.999296,-1.965000,0.143863, 0.137722
6 , 6.206996, -0.056245, -0.000125,7.000000,0.040582,1.999900,-1.965000,-0.131581, -0.056245
7 , 15.197180, 0.051688, -0.040253,8.000000,0.000125,1.998175,-1.965000,0.058641, 0.051688
8 , 18.409747, -0.028604, 0.000000,0.000000,0.040136,1.999999,-1.965000,-0.103731, -0.028604
9 , 3.003325, -0.067709, -0.040408,12.000000,0.000000,1.999496,-1.965000,-0.061797, -0.067709
10 , 6.208980, -0.194826, -0.000124,11.000000,0.040503,1.999988,-1.965000,-0.270223, -0.194826
11 , 15.207715, 0.071192, -0.040741,12.000000,0.000124,1.999939,-1.965000,0.076870, 0.071192
12 , 18.408233, -0.031815, 0.000000,0.000000,0.040697,1.999952,-1.965000,-0.107383, -0.031815
1 , 3.001242, -0.117624, -0.040301,4.000000,0.000000,1.999147,-1.965000,-0.111471, -0.117624
2 , 6.209548, -0.080948, -0.000124,3.000000,0.040460,1.999995,-1.965000,-0.156245, -0.080948
3 , 15.205020, -0.310734, -0.040566,4.000000,0.000124,1.999723,-1.965000,-0.305015, -0.310734
4 , 18.409850, -0.097967, 0.000000,0.000000,0.040448,2.000000,-1.965000,-0.173408, -0.097967
5 , 3.003357, -0.023581, -0.040418,8.000000,0.000000,1.999509,-1.965000,-0.017672, -0.023581
6 , 6.208761, 0.108481, -0.000125,7.000000,0.040541,1.999983,-1.965000,0.033081, 0.108481
7 , 15.194564, 0.213900, -0.040178,8.000000,0.000125,1.997335,-1.965000,0.221618, 0.213900
8 , 18.408999, -0.084269, 0.000000,0.000000,0.040032,1.999989,-1.965000,-0.159312, -0.084269
9 , 3.004274, 0.147076, -0.040477,12.000000,0.000000,1.999635,-1.965000,0.152917, 0.147076
10 , 6.208247, 0.037970, -0.000124,11.000000,0.040592,1.999966,-1.965000,-0.037472, 0.037970
11 , 15.206775, 0.211719, -0.040690,12.000000,0.000124,1.999870,-1.965000,0.217416, 0.211719
12 , 18.408535, 0.270193, 0.000000,0.000000,0.040603,1.999966,-1.965000,0.194661, 0.270193
1 , 3.003867, -0.090154, -0.040443,4.000000,0.000000,1.999572,-1.965000,-0.084283, -0.090154
2 , 6.208675, 0.136249, -0.000124,3.000000,0.040612,1.999979,-1.965000,0.060828, 0.136249
3 , 15.201474, 0.143232, -0.040462,4.000000,0.000124,1.999192,-1.965000,0.149377, 0.143232
4 , 18.408864, 0.149192, 0.000000,0.000000,0.040349,1.999985,-1.965000,0.073869, 0.149192
5 , 3.003460, -0.013570, -0.040406,8.000000,0.000000,1.999522,-1.965000,-0.007686, -0.013570
6 , 6.209165, -0.112012, -0.000125,7.000000,0.040545,1.999990,-1.965000,-0.187407, -0.112012
7 , 15.193230, -0.005207, -0.040097,8.000000,0.000125,1.996870,-1.965000,0.002895, -0.005207
8 , 18.409678, 0.093812, 0.000000,0.000000,0.039989,1.999996,-1.965000,0.018844, 0.093812
9 , 3.004798, -0.019204, -0.040491,12.000000,0.000000,1.999697,-1.965000,-0.013411, -0.019204
10 , 6.208422, 0.014275, -0.000124,11.000000,0.040580,1.999970,-1.965000,-0.061186, 0.014275
11 , 15.207199, 0.410651, -0.040663,12.000000,0.000124,1.999885,-1.965000,0.416306, 0.410651
12 , 18.409633, -0.062027, 0.000000,0.000000,0.040579,1.999984,-1.965000,-0.137549, -0.062027
1 , 3.004857, -0.193462, -0.040496,4.000000,0.000000,1.999689,-1.965000,-0.187654, -0.193462
2 , 6.208354, -0.040908, -0.000125,3.000000,0.040656,1.999970,-1.965000,-0.116373, -0.040908
3 , 15.198717, 0.202469, -0.040359,4.000000,0.000125,1.998584,-1.965000,0.209119, 0.202469
4 , 18.408659, 0.007005, 0.000000,0.000000,0.040254,1.999978,-1.965000,-0.068208, 0.007005
5 , 3.001141, 0.068425, -0.040319,8.000000,0.000000,1.999121,-1.965000,0.074623, 0.068425
6 , 6.208987, 0.013236, -0.000125,7.000000,0.040450,1.999987,-1.965000,-0.062070, 0.013236
7 , 15.194311, -0.019114, -0.040196,8.000000,0.000125,1.997267,-1.965000,-0.011309, -0.019114
